stockName,MarketCap,P/E,ForP/E,PEG,P/S,P/B,P/Cash,EPS,Own,ROA,ROE,Ratio,D/E,Margin,20SMA,52wkH/L,RSI,Gap,Price,Change,Volume
ROLL,1111.03,17.86,17.28,1.59,2.7,2.46,9.82,2.71,0.02,0.13,0.15,8.46,0.02,0.15,-0.02,1.29,42.56,0,48.39,-0.01,74765
ROP,12210.16,25.42,19.76,1.76,4.08,3.3,32.95,4.85,0.01,0.08,0.14,1.15,0.55,0.16,0,1.38,49.7,0,123.31,0,253544
ROSE,2549.3,14.11,8.53,0.71,4.16,2.78,69.29,3.01,0.02,0.13,0.22,0.88,0.51,0.26,-0.07,1.69,34.13,0,42.46,-0.01,1034784
ROST,14314.03,18.45,15,1.5,1.47,8.14,22.09,3.53,0.01,0.23,0.48,1.43,0.08,0.08,0.05,1.36,68.38,0,65.12,0,1319179
ROVI,2395.59,142.81,10.02,12.1,3.68,1.49,2.77,0.16,0,0,0.01,4.83,0.93,0.02,0.07,2.99,73.94,0,22.85,0,837569
RP,1566.27,292.14,27.64,11.42,4.86,6.09,46.34,0.07,0.37,0.01,0.02,1.02,0.04,0.02,0.02,1.68,53.75,0,20.45,0.01,150112
RPM,4199.24,36.43,15.61,3.83,1.05,3.63,11.89,0.87,0.01,0.04,0.09,2.4,1.2,0.03,0.03,1.35,61.52,0,31.69,0,407964
RPXC,677.21,17.78,13.03,1.78,3.43,1.8,3.39,0.74,0.03,0.08,0.12,2.44,0,0.2,-0.03,2.08,46.05,0,13.16,-0.01,201551
RRGB,657.79,24.1,18.31,1.75,0.67,2.12,29.31,1.93,0.01,0.05,0.09,0.73,0.44,0.03,0.04,1.73,62.13,-0.01,46.52,0,84281
RRMS,832.13,19.72,20.13,1.06,1.34,2.1,7564.86,1.96,0.01,0.05,0.08,1.08,0.01,0.04,0.01,1.87,55.27,-0.01,38.65,0,28526
RRST,140.71,18.86,15.9,1.18,1.25,1.81,3.81,0.43,0.8,0.06,0.09,2.78,0,0.07,0.01,2.14,51.78,0,8.11,0,1338
RS,4909.43,13.13,9.06,2.19,0.6,1.35,49.05,4.88,0,0.06,0.11,3.62,0.32,0.05,-0.05,1.64,38.89,-0.01,64.05,-0.01,1200906
RSG,12394.83,22.14,16.34,3.78,1.53,1.61,183.36,1.55,0.25,0.03,0.07,0.73,0.92,0.07,0.05,1.38,68.85,0,34.31,0.03,3853624
RTEC,357.94,8.28,10.39,0.83,1.64,1.32,2.12,1.33,0.04,0.13,0.18,7.94,0.18,0.2,-0.03,1.74,45.88,-0.01,11.01,-0.01,197661
RTI,860.17,36.66,17.75,2.72,1.16,1.15,8.85,0.77,0.01,0.02,0.03,3.68,0.27,0.03,-0.04,1.6,43.12,-0.01,28.23,0,362115
RTIX,209.51,25,15.63,1.67,1.18,1.14,4.22,0.15,0.02,0.04,0.05,4.45,0,0.05,-0.02,1.53,47.75,0,3.75,-0.03,331767
RTN,19541.52,10.65,10.89,1.87,0.8,2.46,4.83,5.65,0,0.07,0.23,1.57,0.59,0.08,0.04,1.26,70.46,0,60.2,0.02,2049844
RUE,739.17,17.68,12.6,0.96,0.82,4.15,11.64,1.76,0.05,0.12,0.27,1.65,0,0.05,0.05,1.41,61.89,0,31.11,-0.01,106835
RVBD,2427.81,45.12,10.95,2.01,2.9,2.72,5.38,0.33,0.01,0.04,0.07,1.91,0.01,0.07,0.02,1.82,53.44,0.01,14.89,0.01,4227829
RXN,1756.97,45.25,16.45,4.39,0.87,4.14,3.88,0.4,0.01,0.01,0.22,2.79,5.03,0.02,-0.05,1.52,31.34,0,18.1,0,143383
RYN,7347.44,23.05,21.53,3.09,4.57,4.69,27.62,2.54,0.01,0.11,0.23,2.27,0.78,0.2,0,1.5,54.13,0,58.55,-0.01,505987
SAFM,1384.28,24.46,12.08,2.72,0.56,2.57,58.11,2.46,0.05,0.06,0.11,2.87,0.3,0.02,0.05,1.7,71.95,0,60.16,-0.01,144512
SAH,1143.43,13.92,9.76,0.62,0.14,2.18,339.3,1.55,0.13,0.04,0.17,1.06,3.43,0.01,0,2.15,48.29,0,21.57,-0.02,306246
SAI,5009.13,9.51,12.11,2.38,0.45,1.92,6.81,1.54,0.01,0.08,0.21,1.72,0.5,0.05,0.05,1.51,78.02,0,14.65,-0.01,2772157
SAIA,642.83,20.48,13.47,1.37,0.59,2.48,2008.85,1.94,0.01,0.06,0.14,1.02,0.24,0.03,0.11,2.29,73.82,0.02,39.73,0.07,354856
SALM,225.73,50.83,14.08,7.26,0.98,1.09,594.03,0.18,0.16,0.01,0.02,0.93,1.31,0.02,0.03,2.45,63.19,0.01,9.15,0.01,71649
SAM,2180.51,38.27,30.25,3.83,3.76,8.82,29.28,4.41,0.01,0.19,0.28,1.83,0,0.1,0.06,1.74,68.89,0,168.77,0.01,47512
SANM,1023.25,5.32,7.56,0.44,0.17,1.01,2.48,2.33,0.02,0.07,0.22,1.75,0.73,0.03,0.1,1.92,64.89,-0.01,12.4,0,490880
SAPE,1566.17,24.65,16.93,1.28,1.35,3.01,6.52,0.46,0.11,0.09,0.13,2.87,0,0.06,-0.02,1.4,45.64,0,11.34,-0.02,431199
SATS,3455.18,16.24,59.29,3.25,1.11,1.09,2.23,2.41,0,0.03,0.07,3.77,0.79,0.07,0.02,1.58,56.77,0,39.13,0,78187
SAVE,1874.9,17.35,10.42,0.78,1.42,3.14,4.5,1.49,0.01,0.13,0.21,1.98,0,0.08,0.01,1.72,55.96,0,25.85,-0.01,337877
SB,377.22,3.87,5.93,0.77,2.05,0.82,3.67,1.27,0.61,0.1,0.25,3.62,1.45,0.52,0.01,2.11,57.21,0,4.92,0,90533
SBUX,44958,32.26,22.9,1.71,3.29,8.7,18.28,1.86,0.03,0.18,0.29,1.85,0.11,0.11,0.03,1.43,63.72,-0.02,60,-0.01,7477492
SCCO,27810.14,14.43,13.05,0.86,4.17,5.84,10.72,2.28,0.81,0.21,0.44,5,0.88,0.28,-0.04,1.64,40.94,0,32.89,-0.02,1899739
SCHL,850.45,12.52,12.12,1.38,0.43,1.01,4.32,2.13,0,0.04,0.09,1.86,0.25,0.04,0.01,1.38,46.08,-0.01,26.66,0,89402
SCHN,630.54,36.66,11.97,3.19,0.22,0.59,18.26,0.65,0.02,0.01,0.02,3.45,0.37,0.01,-0.05,1.77,30.66,-0.01,23.83,-0.01,281725
SCI,3484.09,21.95,17.15,2.19,1.42,2.52,18.48,0.75,0.02,0.02,0.12,0.88,1.41,0.07,0.02,1.62,57.28,0,16.46,-0.02,1472100
SCL,1314.47,17.09,12.45,1.71,0.73,2.74,17.1,3.49,0.03,0.08,0.18,2.12,0.38,0.04,-0.02,1.53,44.18,0,59.64,-0.01,31057
SCLN,252.23,31.13,7.08,2.21,1.61,1.78,2.99,0.15,0,0.05,0.07,4.46,0.01,0.06,0.03,2.06,56.26,0,4.67,-0.01,174383
SCMP,398.3,86.27,16.65,7.84,4.89,9.3,6.86,0.11,0.61,0.03,0.12,2.32,1.23,0.06,0.33,2.69,81.24,0.01,9.49,-0.03,296109
SCS,1570.6,41.97,10.95,2.1,0.55,2.36,6.26,0.3,0.02,0.02,0.06,1.61,0.43,0.01,-0.04,2.08,37.96,0,12.59,-0.01,351015
SCSC,774.23,11.26,10.08,1.13,0.26,1.11,24.61,2.47,0.01,0.06,0.11,2.39,0.04,0.02,0.03,1.32,51.92,-0.01,27.82,0,176290
SCSS,1168.65,15.11,12.8,1.01,1.26,5.56,8.19,1.39,0.01,0.24,0.43,1.48,0,0.09,0.12,2.07,64,-0.01,21,0,923637
SCVL,427.62,14.61,11.67,0.97,0.5,1.45,9.34,1.43,0.06,0.07,0.1,4,0,0.03,0.03,1.3,58.41,0,20.89,0.01,49594
SE,20857.72,21.65,19.01,4.33,4.11,2.26,221.89,1.44,0,0.04,0.11,0.44,1.39,0.21,0.02,1.2,65.29,0,31.17,0.01,3517662
SEH,331.14,117.89,11.79,2.4,0.29,1.82,303.8,0.09,0.02,0,0.02,1.4,0.75,0,0,3.12,90.13,0,10.61,0,0
SEIC,4751.62,23.36,15.93,1.47,4.79,4.32,10.06,1.18,0.08,0.16,0.2,4.61,0,0.21,-0.02,1.77,42.74,0,27.56,-0.01,567367
SEM,1186.35,8.06,8.29,0.69,0.4,1.66,29.56,1.05,0.42,0.06,0.19,1.17,2.08,0.05,-0.01,1.85,46.43,0,8.46,0.03,598845
SEP,4078.66,22.32,20.5,10.29,17.22,2.34,197.99,1.69,0.59,0.07,0.1,0.14,0.62,0.82,0,1.5,51.62,0,37.72,-0.01,152007
SFD,3598.05,16.84,10.13,1.87,0.27,1.12,25.96,1.54,0.01,0.03,0.07,2.27,0.74,0.02,0.01,1.56,57.1,0,25.93,-0.01,1291350
SFLY,1677.01,79.04,53.33,4.52,2.62,2.33,6.84,0.56,0.03,0.03,0.04,2.08,0,0.04,0.01,1.96,51.41,0,44.26,-0.04,491655
SFN,1309.1,54.49,38.7,3.63,0.63,3.63,122.46,0.49,0.01,0.04,0.07,1.76,0.02,0.01,0,1.11,55.13,0,26.7,0,10184
SFUN,8139.9,13.54,9,0.49,18.92,10.86,56.13,1.86,0,0.22,1.09,0.42,1.88,0.35,0.08,2.71,55.43,-0.01,25.19,-0.01,324301
SFY,550.98,26.48,12.58,1.62,0.99,0.53,3241.05,0.48,0.03,0.01,0.02,0.45,0.88,0.04,-0.08,2.58,39.83,0,12.71,-0.02,798426
SGA,259.8,16.63,14.57,8.32,1.99,2.49,16.32,2.75,0.01,0.09,0.18,3.02,0.56,0.14,0.02,2.04,54.16,0,45.74,-0.01,7522
SHAW,3173.68,14.65,16.88,0.73,0.54,3.04,2.65,3.25,0.01,0.04,0.22,1.05,1.52,0.04,0,2,50,0,47.61,0,0
SHEN,384.56,23.23,16.19,1.55,1.33,1.85,5.41,0.69,0.02,0.03,0.08,2,1.12,0.06,0.06,1.92,59.7,0,16.03,0,54901
SHFL,870.81,23.09,16.82,1.54,3.33,2.94,20.01,0.67,0,0.12,0.14,3.67,0,0.15,0.01,1.56,49.74,0,15.47,-0.03,221208
SHLM,743.15,14.43,10.48,1.64,0.34,1.41,9.32,1.75,0.02,0.04,0.1,1.93,0.43,0.02,-0.08,1.93,31.27,0,25.26,-0.02,177894
SHOO,2171.89,17.34,14.28,2.37,1.77,3.46,11.74,2.71,0.08,0.17,0.22,3.28,0,0.1,0.04,1.54,61.5,0,46.98,-0.01,417144
SHW,18900.98,29.65,19.25,1.99,1.98,10.43,30.79,6.18,0.01,0.11,0.41,1.73,0.94,0.07,0.07,1.62,72.14,0,183.22,-0.01,675362
SIAL,9319.56,20.27,17.6,2.9,3.54,3.58,18.79,3.82,0,0.13,0.19,4.11,0.15,0.18,0.01,1.2,54.77,0,77.45,-0.01,350937
SIG,5462.12,15.44,12.46,1.42,1.37,2.35,18.15,4.35,0,0.1,0.16,3.49,0,0.09,0,1.73,56.17,0,67.16,-0.01,566598
SILC,214.86,6.47,18.46,0.43,1.38,2.86,2.28,4.74,0.02,0.12,0.14,6.21,0,0.21,0.1,2.38,69.79,0.01,30.65,0.01,43169
SINA,3357.52,107.02,32.88,4.52,6.34,2.93,4.71,0.47,0.05,0.02,0.03,3.9,0,0.06,0.04,1.7,58.04,-0.02,50.3,0.01,2591875
SIRI,20063.32,6.24,24,0.22,5.9,4.11,38.51,0.5,0,0.42,0.98,0.79,0.6,1.02,0.02,1.86,56.12,0,3.12,0,25087200
SIRO,4109.95,30.51,18.64,2.39,4.14,3.84,33.1,2.37,0.01,0.09,0.14,2.15,0.07,0.14,-0.01,1.85,49.4,0,72.32,-0.01,114109
SJI,1904.72,19.87,16.9,3.31,2.7,2.58,410.5,3.02,0.01,0.04,0.14,0.61,1.31,0.13,0.04,1.35,66.97,0,60.01,-0.01,126937
SJM,10931.94,21.73,17.79,2.61,1.85,2.1,24.91,4.69,0,0.06,0.1,2.94,0.39,0.09,0.01,1.46,57.94,0,101.92,0,228927
SJR,10011.78,13.43,13.67,2.24,2.01,2.55,87.74,1.66,0.08,0.06,0.21,0.67,1.2,0.16,-0.05,1.42,30.24,0,22.29,-0.01,232647
SJW,504.5,21,16.8,1.5,1.94,1.72,234.65,1.2,0.02,0.02,0.08,0.58,1.31,0.09,-0.04,1.26,36.84,0,25.2,-0.03,91595
SKH,264.61,11.62,8.87,1.06,0.3,2.6,132.31,0.58,0.1,0.03,0.25,1.33,4.5,0.02,0.06,1.69,63.9,0,6.74,0.02,114270
SKS,1728.8,30.29,21.72,2.14,0.55,1.45,21.5,0.38,0.02,0.03,0.05,1.98,0.31,0.02,0,1.32,51.94,0,11.51,-0.01,1494316
SKUL,141.55,5.49,12.78,1.14,0.48,1,7.32,0.93,0.01,0.14,0.21,3.32,0,0.09,-0.03,3.32,39.59,0,5.11,-0.01,273137
SKX,1055.6,109.84,15.01,7.32,0.68,1.2,3.24,0.19,0.01,0.01,0.01,3.21,0.16,0.01,-0.04,1.52,44.12,0,20.87,-0.03,728528
SKYW,724.76,14.26,9.63,1.41,0.21,0.52,1.05,0.98,0.02,0.01,0.04,2.42,1.18,0.01,-0.05,2.65,43.61,0,13.97,0.01,237817
SLAB,1669.13,24.42,15.36,1.22,2.86,2.45,5.4,1.61,0.03,0.09,0.11,4.84,0.14,0.12,-0.04,1.48,40.61,-0.01,39.32,0,290291
SLB,97501.86,18.15,12.91,1.06,2.26,2.72,17.53,4.04,0,0.09,0.16,1.86,0.31,0.13,0,1.4,47.68,0,73.34,0,5266191
SLCA,1067.67,13.44,9.12,0.34,2.42,4.61,17.5,1.5,0.59,0.12,0.45,2.21,1.13,0.18,-0.08,3.26,39.81,0,20.16,-0.02,1706126
SLGN,3038.96,22.92,13.78,2.21,0.84,5.94,19.16,2.08,0.18,0.04,0.24,3.13,3.49,0.04,-0.01,1.29,50.57,0,47.67,-0.01,626323
SLH,3879.2,39.1,19.22,3.26,4.84,5.28,8.65,1.44,0.01,0.05,0.14,3.37,1.57,0.14,0.03,1.61,56.47,0,56.31,0,249675
SLT,5495.56,7.35,4.11,0.52,0.69,0.64,1.28,0.89,0.05,0.07,0.09,2.56,0.37,0.14,0,1.49,46.97,-0.01,6.54,-0.02,409674
SLXP,3149.84,50.5,12.32,2.43,4.28,5.6,4.19,1.02,0.03,0.04,0.12,4.56,1.53,0.09,0.03,1.49,63.26,0,51.51,0.02,461979
SMA,443.38,47.56,13.36,3.96,1.08,1.39,45.15,0.25,0.03,0.01,0.03,2.59,0.68,0.02,-0.01,1.84,54.84,0,11.89,0,112006
SMCI,410.7,23.8,8.49,1.59,0.37,1.13,4.37,0.41,0.18,0.03,0.05,2.18,0.1,0.02,-0.04,2.36,38.59,-0.01,9.76,-0.01,121480
SMG,2710.66,23.52,14.66,2.19,0.96,5.27,23.45,1.87,0.29,0.06,0.24,2.81,1.92,0.04,0,1.57,48.2,0,43.99,-0.01,282680
SMP,706.98,16.15,12.69,1.33,0.75,2.24,54.09,1.87,0.05,0.08,0.15,1.88,0.13,0.05,0.06,2.62,68.57,0,30.2,-0.01,236526
SMRT,351.51,22.97,14.36,1.53,0.3,1.3,3.73,0.35,0.04,0.03,0.05,2,0,0.01,0,1.67,47.95,-0.02,8.04,-0.01,60361
SMTC,2093.21,50.32,11.77,5.03,3.62,2.99,9.17,0.62,0.01,0.04,0.06,2.57,0.48,0.07,-0.04,1.6,43.35,0,31.2,-0.01,289181
SMTX,36.93,4.91,3.53,0.2,0.12,0.87,16.79,0.46,0.17,0.06,0.2,1.27,0.48,0.03,-0.03,2.03,42.09,0,2.26,-0.01,7376
SNA,4924.4,15.62,13.76,1.56,1.67,2.69,23.05,5.41,0.01,0.09,0.19,2.5,0.54,0.11,0.02,1.53,59.42,0,84.51,-0.01,290709
SNAK,148.49,20.34,16.8,1.02,0.8,2.91,353.56,0.38,0.05,0.08,0.16,2.13,0.37,0.04,0.04,1.56,57.63,0,7.73,-0.02,25180
SNCR,1079.99,39.57,16.75,1.98,3.95,2.82,19.21,0.69,0.09,0.06,0.08,2.59,0.03,0.1,-0.02,1.9,41.83,0,27.3,0.01,142468
SNDK,13035.72,28.07,11.44,0.99,2.51,1.78,3.94,1.92,0,0.05,0.07,2.59,0.23,0.09,-0.02,1.9,48.73,0,53.9,0,2986172
SNHY,843.29,22.33,18.37,1.86,4.13,5.4,11.68,1.44,0,0.22,0.25,8.36,0,0.18,0.01,1.62,57.14,-0.02,32.15,-0.01,42117
SNI,9824.35,14.95,16.46,1.06,4.26,5.45,22.45,4.46,0.26,0.21,0.39,5.88,0.76,0.37,0,1.41,54.82,0,66.66,0.01,646650
SNPS,5396.84,27.41,13.98,3.23,2.99,2.05,9.81,1.28,0.01,0.05,0.08,0.98,0.05,0.11,0.01,1.33,54.51,0,35.09,0,490271
SNTS,1157.41,69.65,14.49,3.67,5.31,13.93,12.22,0.26,0.02,0.13,0.28,2.14,0.12,0.09,0.01,3.98,56.88,-0.01,18.11,-0.03,816709
SNX,1256.23,8.72,7.98,0.83,0.12,0.92,5.07,3.86,0.02,0.05,0.11,1.83,0.22,0.01,-0.02,1.34,37.77,0,33.67,-0.01,107317
SODA,1106.45,25.55,16.74,0.84,2.54,3.92,17.83,2.09,0.1,0.12,0.18,2.17,0,0.1,0.05,1.97,60.19,-0.01,53.4,-0.01,367630
SOFO,27.14,138.8,27.76,5.55,1.03,2.56,6.33,0.05,0.08,0.01,0.02,1.39,0.15,0.01,0.05,1.54,55.28,0.06,6.94,0.06,26196
SOHU,1936.88,25.01,14.76,1.58,1.81,1.78,2,2.03,0.02,0.1,0.08,2.23,0.22,0.17,0.06,1.67,63.72,-0.01,50.77,0.01,901909
SON,3474.12,17.54,13.8,2.66,0.73,2.28,21.25,1.96,0.01,0.05,0.13,1.34,0.73,0.04,-0.01,1.28,52.4,0,34.37,0,403180
SONC,712.11,19.21,15.85,1.24,1.32,14.57,16.76,0.66,0.05,0.06,0.79,1.51,9.92,0.07,0,1.91,57.23,0,12.68,0,531413
SORL,54.43,4.55,3.57,0.91,0.27,0.33,1.95,0.62,0.59,0.06,0.08,4.09,0.15,0.07,-0.08,2.41,34.91,-0.01,2.82,-0.01,9206
SPB,2924.33,136.93,14.03,13.69,0.89,3.03,41.23,0.41,0.01,0,0.02,2.08,3.34,0.01,-0.02,1.93,47.91,0.01,56.14,-0.01,394150
SPH,2734.2,54.5,16.31,18.17,2.18,2.48,18.34,0.88,0.01,0.02,0.05,1.45,1.28,0.03,0.03,1.53,62.87,0,47.96,-0.01,186167
SPN,4112.73,10.23,9.11,0.56,0.9,0.96,45.1,2.52,0.01,0.06,0.13,1.89,0.43,0.08,0.05,1.61,56.97,-0.01,25.79,0.06,4511998
SPNC,746.42,627.67,134.5,54.58,5.16,7.33,29.58,0.03,0.01,0.01,0.01,3.73,0,0.01,0.01,2.13,51.81,0.02,18.83,0.03,2407385
SPR,2788.36,89.86,8.07,7.05,0.52,1.42,6.33,0.22,0.01,0.01,0.02,3.14,0.59,0.01,0.03,1.86,60.43,0,19.77,-0.01,1494310
SPRD,982.26,10.81,8.33,1.83,1.38,2.66,5.17,1.98,0.11,0.15,0.33,1.63,0.24,0.14,0.02,1.8,60.9,-0.03,21.4,-0.02,1351879
SPSC,685.02,508.78,269.35,22.61,8.88,5.03,10.37,0.09,0,0.01,0.01,6.32,0,0.02,0.1,1.76,71.89,0.01,45.79,0.11,109054
SPTN,368.66,12.37,11.61,1.24,0.14,1.12,41.15,1.37,0.01,0.04,0.09,1.2,0.52,0.01,-0.01,1.39,47.58,0,16.95,-0.02,60453
SRCL,9359.6,34.14,26.04,2.26,4.76,5.82,709.06,3.18,0.02,0.08,0.19,1.37,0.79,0.14,0.02,1.36,62.34,0,108.58,0,369804
SRDX,376.76,34.73,27.05,2.32,7,3.82,12.17,0.74,0,0.09,0.1,5.75,0,0.23,-0.04,2.07,41.86,0,25.7,-0.01,91950
SRE,19905.25,23.43,17.18,4.15,2.06,1.92,41.91,3.49,0,0.03,0.09,0.87,1.25,0.09,0,1.36,58.45,0,81.78,0,840495
SRI,206.55,36.25,8.73,5.11,0.22,1.35,4.64,0.2,0.07,0.01,0.04,2.03,1.34,0,0.01,2.2,52.8,0,7.25,-0.02,61565
SSD,1402.32,33.21,21.4,2.14,2.13,1.77,7.99,0.87,0.15,0.05,0.05,5.21,0,0.06,-0.06,1.5,37.8,-0.03,28.89,-0.09,608828
SSI,925.97,24.77,16.32,1.4,0.56,1.98,51.61,1.16,0.02,0.05,0.09,2.25,0.03,0.02,0.04,2.1,63.46,0,28.73,-0.01,282785
SSNC,2334.45,53.44,14.34,4.27,4.23,2.16,27.09,0.55,0.16,0.03,0.04,1.29,0.94,0.08,0.01,1.48,57.12,0,29.39,-0.01,80765
SSP,790.07,20.01,15.01,2,0.87,1.43,3.26,0.69,0.28,0.04,0.07,2.76,0.36,0.04,0.07,1.71,71.37,0,13.81,-0.01,117719
SSW,1357.21,26.7,18.57,2.44,2.05,1.11,3.05,0.8,0.45,0.02,0.04,2.64,2.57,0.18,0.04,1.59,64.7,0.02,21.36,0.02,294040
SSYS,2923.33,161.64,31.52,5.3,13.58,1.86,18.38,0.47,0.02,0.01,0.01,3.42,0,0.04,0.03,2.16,57.88,-0.01,75.97,-0.01,371183
ST,5954.77,34.13,15.7,2.35,3.11,4.88,14.4,0.98,0,0.05,0.16,3.21,1.49,0.09,0.04,1.38,60.62,0,33.45,-0.01,906218
STAN,454.68,71.69,18.4,5.97,0.48,2.32,15.98,0.29,0.03,0.01,0.03,0.65,1.88,0,0,1.37,49.53,-0.01,20.79,-0.01,49856
STE,2358.1,14.51,16.2,1.45,1.61,2.56,15.13,2.78,0.01,0.1,0.19,2.73,0.57,0.11,0,1.48,51.94,0,40.33,-0.01,226515
STEI,753.14,17.29,14.95,1.73,1.43,1.71,9.65,0.51,0.09,0.02,0.1,2.42,0.73,0.08,0,1.65,51.99,-0.01,8.82,-0.02,332765
STJ,11596.89,16.46,10.43,1.64,2.13,3.16,12.01,2.49,0.02,0.08,0.18,2.09,0.87,0.14,-0.01,1.45,48.08,0,40.99,-0.01,1905027
STKL,495.46,22.03,14.4,0.73,0.45,1.52,72.44,0.34,0.02,0.04,0.07,1.46,0.58,0.02,0.02,1.59,59.01,-0.01,7.49,-0.01,86106
STLD,3237.67,20.42,9.25,1.61,0.46,1.33,6.78,0.72,0.04,0.02,0.07,3.01,0.94,0.02,0,1.64,48.36,0,14.7,-0.01,2437132
STMP,507.7,18.11,16.99,0.91,4.25,4.19,8.88,1.83,0,0.23,0.26,4.49,0,0.25,0.33,1.77,87.79,0,33.14,0.02,505978
STN,1936.96,16.21,12.96,1.05,1.27,2.73,49.15,2.59,0.11,0.09,0.18,1.71,0.41,0.08,-0.02,1.74,45.9,0,41.98,-0.01,17312
STNR,694.15,13.41,12.43,1.07,0.86,1.93,9.25,3.53,0.1,0.07,0.16,1.01,0.42,0.07,0.02,1.25,55.3,0,47.35,0.01,54414
STR,4391.51,21.07,19.43,4.48,4,4.24,261.4,1.19,0.01,0.06,0.2,0.63,1.39,0.19,0.02,1.51,57.72,0,25.07,-0.01,846711
STRA,533.76,8.33,11.79,0.82,0.95,13.37,11.23,5.76,0.02,0.29,1.58,2.08,3.05,0.12,0.01,2.6,50.74,-0.01,48,0,166740
STRM,77.36,40.8,27.82,1.9,3.59,4.67,7.35,0.15,0.03,0.07,0.19,1.28,0.99,0.11,-0.11,4.44,37.79,-0.03,6.12,-0.06,105737
STRT,126.76,10.75,9.13,2.69,0.44,1.48,6.83,3.55,0.02,0.09,0.14,1.84,0.03,0.05,0.08,2.17,61.74,-0.03,38.18,-0.07,29726
STV,100.47,7.08,5.31,0.89,1.06,1.26,0.52,0.24,0.21,0.05,0.07,7,0,0.15,-0.02,2.85,42.68,0,1.7,-0.01,30171
STZ,8776.63,26.11,13.85,2.53,3.14,3.07,26.48,1.83,0,0.05,0.14,3.65,1.16,0.14,-0.01,2.68,50.75,0,47.79,-0.01,1220957
SUP,492.58,15.96,20.03,7.98,0.6,1.05,2.38,1.13,0.11,0.05,0.07,6.08,0,0.04,0,1.5,43.48,0,18.03,-0.02,108755
SUPX,247,63.12,47.69,7.89,3.93,1.45,1.8,0.34,0.01,0.02,0.02,9.14,0,0.06,0.01,1.58,48.57,0,21.46,-0.01,38772
SURG,76.15,25.08,13.09,1.67,1.27,1.33,6.52,0.12,0.04,0.04,0.05,7.47,0,0.05,-0.09,2.29,21.84,0,3.01,0,54526
SUSP,684.84,0.01,17.68,0,0.16,8.74,101.46,5376.56,0.03,0.06,0.18,1.15,2.36,0,-0.01,1.51,49.68,0,31.3,-0.01,4359
SUSS,1137.1,24.23,18.77,2.47,0.2,2.91,3.97,2.2,0.03,0.04,0.13,2.21,1.56,0.01,0.03,2.14,62.93,0,53.31,0,301717
SUTR,62.42,5.54,3.69,0.37,0.11,0.28,3.51,0.28,0,0.02,0.05,1.51,0.67,0.02,0.02,3.89,47.64,0.03,1.55,0.03,45076
SVN,662.99,23.68,2.73,0.62,1.6,2.46,10.79,0.57,0,0.05,0.11,0.74,0.15,0.06,0,1.68,54.79,-0.01,13.5,-0.01,47791
SWFT,1954.4,17.05,10.59,1.05,0.56,8.47,36.46,0.82,0,0.04,0.68,2.09,5.96,0.03,0.03,2.1,54.33,0,13.98,0,1027112
SWHC,558.83,8.14,7.99,0.27,1.04,3.63,9.53,1.07,0,0.27,0.55,2.86,0.28,0.13,0,1.85,46.36,0,8.71,-0.02,1029691
SWI,3714.94,46.22,26.17,2.2,13.81,9.66,16.22,1.07,0.09,0.18,0.25,2.22,0,0.3,-0.07,1.57,34.12,0,49.46,0,522341
SWK,12002.21,28.95,11.77,2.22,1.17,1.8,21.53,2.57,0.02,0.03,0.06,1.07,0.73,0.04,-0.05,1.44,35.77,0,74.4,-0.02,1820369
SWKS,4094.43,19.65,8.67,1.36,2.51,2.11,10.85,1.09,0,0.1,0.12,5.78,0,0.13,0.01,1.64,51.75,0.01,21.42,-0.03,5430758
SWM,1238.96,14.95,9.51,1,1.57,2.41,8.19,2.64,0.02,0.09,0.17,3.01,0.3,0.1,0.01,1.38,58.53,0,39.47,-0.01,112999
SWX,2301.14,17.5,16.67,2.92,1.19,1.75,90.13,2.84,0.01,0.03,0.11,0.86,1.01,0.07,0.02,1.31,61.71,0,49.69,-0.01,120600
SWY,5611.88,10.36,9.67,1.54,0.13,1.91,15.93,2.25,0.01,0.04,0.17,0.9,1.9,0.01,-0.11,1.98,35.11,-0.01,23.31,-0.04,8915720
SXC,1029.11,10.43,34.21,1.3,0.54,1.91,4.3,1.41,0,0.05,0.19,1.91,1.34,0.05,-0.05,1.34,34.78,0,14.71,-0.04,1540651
SXI,671.32,14.1,12.65,0.94,1,2.5,20.26,3.75,0.01,0.1,0.19,2.19,0.23,0.07,0.01,1.51,51.27,0,52.86,-0.01,31835
SXL,6575.73,14.94,19.02,1.25,0.5,1.08,2191.91,4.24,0,0.07,0.14,1.12,0.29,0.04,0,2.21,50.3,0,63.35,-0.01,199559
SYK,24536.08,19.9,13.93,2.34,2.83,2.92,5.47,3.27,0,0.09,0.15,4.66,0.32,0.14,0,1.38,51.1,0,65.06,-0.01,1123852
SYKE,636.92,15.85,10.31,1.49,0.56,1.06,3.4,0.93,0.01,0.05,0.07,2.84,0.15,0.04,-0.02,1.29,46.18,0,14.74,-0.01,115310
SYMC,16830.02,15.55,12.72,1.92,2.46,3.26,3.96,1.57,0,0.09,0.23,1.06,0.6,0.17,0.01,1.91,57.89,0,24.42,0,3994695
SYMM,204.82,71.71,15.21,7.97,0.92,1.08,2.94,0.07,0.02,0.01,0.01,5.02,0,0.01,0.07,1.63,61.98,-0.01,5.02,-0.01,186438
